(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0) - (0.5, -0.5, 1.0, 0.5) = -0.04770178709787651
(0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, -1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0) - (-0.5, 1.0, -0.5, -1.0) = -0.010708917669454974
(0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, -1.0, 0.0) - (-1.0, -0.5, -0.5, 0.0) = -0.004352557295560838
(0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, -1.0, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0) - (-0.5, -1.0, 0.5, -0.5) = -0.04169245309829712
(0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0) - (0.0, 0.0, -1.0, -0.5) = -0.04493466298331841
(0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, -1.0, 0.0, 0.0, -1.0, 0.0, -1.0, 0.0) - (0.5, 0.0, 0.0, 0.0) = -0.029234474121809774
(0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0) - (0.0, -0.5, -1.0, -1.0) = -0.045689173338811076
(0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, -1.0, 0.0, 0.0, -1.0, 0.0, -1.0, 0.0) - (1.0, -1.0, -0.5, 0.5) = -0.030768310093879703
(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, -1.0, 0.0, 1.0, 0.0) - (-0.5, 0.5, 0.5, -0.5) = -0.02526308554808275
(0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0) - (0.5, 0.5, -0.5, 0.5) = -0.019295287203788758
(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, -1.0, 0.0, 1.0, 0.0) - (0.5, -0.5, 0.0, 0.5) = -0.006596134754767258
(0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, -1.0, 0.0, 0.0, -1.0, 0.0, 1.0, 0.0) - (0.5, 0.5, -0.5, 1.0) = -0.00697668345769199
(0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 1.0) - (0.5, 0.0, -0.5, -1.0) = -0.009342923088868697
(0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, -1.0, 1.0, 0.0, 0.0, 0.0, -1.0, 1.0) - (0.5, 0.5, 0.0, 0.5) = 0.0011992373794317238
(0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 1.0) - (-0.5, -0.5, 0.0, 0.5) = -0.006254026293754578
(0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0) - (1.0, 0.5, 0.0, 0.5) = -8.260803619996871e-05
(0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, -1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0) - (0.5, 0.0, 0.5, -1.0) = 0.012738220910231036
(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0, 0.0, 1.0, 0.0, -1.0, 1.0) - (-0.5, 0.5, -1.0, -1.0) = -0.01064029558499678
(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0, 0.0, 0.0, -1.0, -1.0, 0.0) - (-0.5, 0.0, -0.5, 0.5) = -0.008185266673564912
(0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0) - (-0.5, 0.5, 0.5, -1.0) = -0.009793889236450196
(0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 1.0, 0.0, 0.0, -1.0, -1.0, 0.0) - (0.5, 0.0, 0.5, 1.0) = 0.0073400445103645314
(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0) - (-0.5, -0.5, 0.5, 0.0) = 0.007047160498301662
(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0) - (0.0, 0.0, 1.0, 0.0) = 0.014452662171919671
